#RunNumber	RunDate	Meteo_MeanTemperature	Meteo_MeanWindSpeed	Meteo_MeanWindDirection	Meteo_MeanRelativeHumidity	Meteo_MeanPressure	Lidar_Opacity_355nm	Lidar_Opacity_532nm	TC	MeanSystemRate	ZenithEqMeanSystemRate	ZenithEqMeanSystemRate/MeanSystemRate	Telescope	TriggerRate	CorrectedTriggerRate	MedianNSB	NSBRelativeVariation	NSBRelativeDispersion	CTRadiometer_MeanTemp	CTRadiometer_TempRelativeVariation	CTRadiometer_TempRelativeDispersion	MedianScaler	ScalerRelativeVariation	ScalerRelativeDispersion	MedianTriggerRate	TriggerRateVariation	TriggerRateDispersion	Tracking_ZenithMean
65536	2011-07-12_03:47:30	6.31049	0.35398	101.16400	56.38040	826.00100	0.43225	0.06170	0.92965	198.79200	219.50700	1.10420	1.00000	142.29700	144.20100	0.58975	-0.21040	0.77941	-52.10330	0.24306	0.19383	137.47000	3.81095	8.10800	142.49900	-0.02557	1.57361	30.79960
65550	2011-07-13_03:54:22	7.43458	1.90210	86.54530	54.23880	825.00100	0.45950	0.06278	0.98288	221.05300	243.98300	1.10373	1.00000	157.95600	159.97700	0.73303	-10.83000	2.53615	-51.41090	0.12721	0.19372	76.31080	-27.20670	12.07890	157.68500	-2.09228	1.51717	30.75190
65568	2011-07-17_17:44:58	9.65221	0.85051	89.90460	29.61970	825.00400	0.00000	0.00000	0.95625	198.73500	240.82100	1.21177	1.00000	149.01300	151.01500	1.10983	1.49510	0.00000	-52.89260	0.27444	0.22801	102.00000	-14.38570	8.05747	148.61300	-3.82198	1.59241	38.52670
65569	2011-07-17_18:15:18	9.32749	1.08966	92.96150	29.97960	825.06900	0.00000	0.00000	0.00000	202.72100	240.45200	1.18613	1.00000	150.41100	150.96600	0.00000	0.00000	0.00000	-53.35180	0.25294	0.22026	102.00000	17.64710	0.00000	150.45200	0.69585	1.55305	37.05170
65588	2011-07-18_17:59:18	10.73170	0.10401	89.81580	21.73810	825.00100	0.43770	0.05753	0.92387	169.38800	248.00000	1.46409	1.00000	129.79000	131.85500	1.36730	-1.20640	0.65010	-50.20500	-0.66361	0.40910	262.05300	-13.38620	5.85081	129.71700	-7.63195	1.54066	47.97090
65589	2011-07-18_18:31:06	8.55544	0.57283	59.69210	26.76060	825.00300	0.00000	0.00000	1.00391	230.12600	244.64700	1.06310	1.00000	166.96800	167.19500	1.00014	5.53183	2.99674	-54.23060	0.27888	0.20128	102.04100	17.22840	15.87610	166.96700	0.86156	1.39077	25.91090
65590	2011-07-18_19:01:57	7.88326	0.95464	51.24990	26.28930	825.00300	0.43418	0.05898	0.98783	229.84400	242.61300	1.05556	1.00000	165.47000	164.57200	1.15895	33.44140	5.15295	-54.13420	-0.05234	0.23957	178.87200	109.65200	15.42300	165.36800	0.59714	1.52544	24.77110
65651	2011-07-19_17:45:36	9.77471	0.79778	35.07580	25.64370	824.00200	0.36816	0.06020	0.75487	105.51800	156.53000	1.48344	1.00000	82.57590	83.17380	1.21071	-2.10899	2.12970	-48.48090	-2.74672	0.55081	186.82100	-9.99175	9.53643	82.51310	-16.01700	1.67273	48.47400
65652	2011-07-19_18:15:54	9.77257	0.86586	27.26170	25.32220	824.00300	0.00000	0.00000	0.80458	153.41800	165.62500	1.07957	1.00000	112.64600	113.76500	1.03996	2.37527	2.60487	-52.36250	0.50414	0.19981	141.14600	25.28090	6.32533	112.59600	-0.04468	1.60548	28.10400
65653	2011-07-19_18:46:52	9.61542	0.69086	28.95460	25.35010	824.00200	0.40380	0.06093	0.78305	155.93100	164.38400	1.05421	1.00000	113.02700	113.44800	0.88763	-15.43100	3.80172	-52.72340	0.42621	0.22019	121.63500	-15.56940	10.73990	112.95500	-0.84114	1.65865	24.54970
65654	2011-07-19_19:17:10	9.14581	0.36238	66.84650	25.70190	824.00200	0.38205	0.06187	0.80397	162.75100	169.82700	1.04348	1.00000	116.76200	118.09200	0.93102	-0.92957	5.08551	-52.95950	0.39716	0.20304	114.16200	1.00038	9.30830	116.64500	3.85792	1.77474	22.63760
65655	2011-07-19_19:47:28	6.70239	0.56236	32.71300	32.41480	824.00300	0.39968	0.06232	0.82799	163.39000	171.75200	1.05118	1.00000	117.22100	118.07800	1.07008	4.85054	4.12668	-52.90650	0.13655	0.20487	175.59400	-2.62051	9.55320	117.37300	0.48761	2.11745	24.03200
65684	2011-07-20_17:51:28	9.41345	0.37568	81.29770	28.51130	824.00000	0.38134	0.06443	0.80460	112.09500	166.16100	1.48233	1.00000	86.60780	89.24920	1.24217	-5.07421	1.14452	-47.79540	-0.26264	0.48763	233.50900	-7.66670	10.58790	86.54850	-7.09381	1.83393	48.42760
65685	2011-07-20_18:22:05	8.60767	0.70542	109.71800	30.47280	824.00200	0.00000	0.00000	0.85174	167.22500	179.08200	1.07091	1.00000	121.75100	121.75500	1.06167	-25.78090	3.09627	-52.21940	0.83293	0.20315	145.50200	-47.77180	7.74337	121.90700	-0.78565	1.58989	27.01460
65686	2011-07-20_18:52:40	8.23159	0.73610	36.65990	31.73860	824.00100	0.00000	0.00000	0.83734	170.53000	179.16300	1.05063	1.00000	122.78900	124.80100	1.14234	1.67138	2.17260	-52.68140	0.44890	0.20514	211.76700	-4.89572	9.75355	122.48300	0.28612	1.43963	23.94730
65687	2011-07-20_19:23:15	7.95643	0.77949	42.33670	32.89250	824.00500	0.00000	0.00000	0.83092	170.07100	178.60300	1.05017	1.00000	121.99900	121.66000	1.28280	2.39922	1.73874	-52.74250	0.35915	0.20445	252.89000	24.47630	7.01035	121.93300	0.35911	1.82797	23.86290
65688	2011-07-20_19:53:47	7.79383	0.80353	21.54420	33.56750	824.00100	0.00000	0.00000	0.83064	169.15300	176.94100	1.04604	1.00000	120.43000	120.47400	1.09006	6.99970	1.73370	-52.71770	-0.67751	0.20924	178.61200	5.47077	8.32656	120.70300	-4.25135	1.66989	23.10860
65689	2011-07-20_20:24:22	7.81328	0.17918	80.85410	33.70690	824.00400	0.00000	0.00000	0.79214	133.79500	165.06800	1.23374	1.00000	99.01120	100.24100	0.72544	-3.74523	1.68717	-50.08550	0.88935	0.20008	66.30710	-16.84910	7.43956	98.97180	2.62719	1.63247	39.67350
65690	2011-07-20_20:56:41	6.87532	0.27181	65.64440	36.75240	824.00100	0.00000	0.00000	0.80756	142.98400	167.06800	1.16843	1.00000	103.72500	105.49000	0.78180	26.27580	2.03337	-50.62070	0.47470	0.21011	74.62320	60.77660	9.79474	103.65600	3.39489	1.67150	35.93850
65703	2011-07-21_17:46:15	11.55220	0.00985	90.17910	23.67200	824.00000	0.44802	0.07663	0.64531	75.85850	115.59000	1.52376	1.00000	58.89340	58.55390	1.02237	-0.59857	1.48391	-45.43880	-3.17811	0.62143	126.34200	-42.77490	8.78033	58.89760	-7.01114	2.24991	49.44610
65704	2011-07-21_18:16:27	9.91395	0.00000	90.00000	27.15970	824.00000	0.00000	0.00000	0.73146	129.61800	138.20400	1.06624	1.00000	94.28410	96.81390	0.92106	-10.16190	1.47197	-50.56720	0.87623	0.20137	98.54670	-25.06490	7.48616	94.03890	3.75153	2.09101	26.36880
65705	2011-07-21_18:47:10	7.71393	0.83558	28.90560	31.91440	824.00400	0.41335	0.07220	0.74767	133.65800	140.89700	1.05416	1.00000	96.54420	96.70100	0.86017	1.68575	2.85672	-50.96530	0.69260	0.20948	84.27810	14.26250	9.22293	96.29570	-0.20600	2.19994	24.54220
65707	2011-07-21_19:23:38	8.70439	1.00256	59.79800	29.19600	824.80800	0.40417	0.07222	0.74234	135.64900	143.83300	1.06033	1.00000	97.95460	98.47460	0.94227	-5.23810	0.95592	-51.00850	0.94274	0.20686	88.95580	-14.86550	9.58885	98.04920	-0.27547	2.02829	25.48440
65708	2011-07-21_19:54:04	8.87821	0.73164	87.78660	29.24980	825.00400	0.41568	0.07297	0.75695	141.34100	145.48100	1.02929	1.00000	99.38060	98.56940	1.01919	1.66871	1.33846	-51.58840	1.35709	0.21552	124.36200	2.58358	10.51190	99.67270	2.81744	1.97144	19.45220
65709	2011-07-21_20:24:22	9.31022	0.75621	83.76370	28.77200	825.00400	0.42920	0.07156	0.75697	144.83500	146.78800	1.01349	1.00000	101.15700	101.59400	0.92991	-6.68740	1.79471	-52.10070	0.68942	0.19793	84.40860	16.50730	6.25482	101.13400	0.15182	1.95393	14.14730
65710	2011-07-21_20:54:33	9.09300	0.76845	86.16860	29.38940	825.00200	0.41485	0.06978	0.77253	147.88700	148.74000	1.00577	1.00000	102.20100	101.92700	0.89213	-5.79432	2.07830	-52.49480	0.07979	0.21695	90.23980	-11.72240	8.27776	102.16600	1.84422	1.97904	9.71250
65711	2011-07-21_21:24:28	9.11771	0.85652	90.69380	29.24470	825.00300	0.40825	0.07241	0.77510	152.06100	152.72400	1.00436	1.00000	104.94900	107.22800	0.92684	2.80903	2.74950	-52.70050	0.69361	0.24155	95.58750	-16.26500	12.36400	104.79300	3.89933	1.95313	8.49021
65730	2011-07-22_17:55:25	12.14850	1.60420	37.36190	27.33440	825.00800	0.36719	0.06344	0.68533	80.17810	123.32700	1.53816	1.00000	62.52400	64.10170	1.04720	-8.56817	2.73550	-42.70180	-0.60450	0.80504	102.90800	-31.96470	14.28680	62.57500	-7.57483	2.47496	49.78450
65732	2011-07-22_18:35:07	10.70080	0.62441	115.36300	30.10370	825.00300	0.00000	0.00000	0.75210	135.17200	143.27000	1.05991	1.00000	97.47540	98.66820	0.90040	0.04982	2.33746	-48.82900	-0.69684	0.23277	83.78000	-12.35680	12.11230	97.60660	-6.39042	1.87604	25.43110
65736	2011-07-22_19:33:00	11.45540	0.91987	89.12810	27.96620	825.92000	0.37961	0.06888	0.74528	135.88800	142.18900	1.04637	1.00000	97.60480	100.16500	1.05182	1.55100	1.91541	-48.64280	0.90017	0.23370	175.41400	-9.62502	7.44764	97.49020	1.91024	2.10249	23.16350
65737	2011-07-22_20:03:28	9.80691	1.27033	127.32300	31.44200	826.00000	0.37086	0.06733	0.74796	139.01500	142.12200	1.02235	1.00000	97.74550	96.68520	1.02125	-2.54398	1.53282	-48.94690	1.23725	0.24414	154.14800	-5.94300	6.60172	97.72450	-0.05330	1.87241	17.45600
65738	2011-07-22_20:33:46	11.22580	1.57800	96.40420	28.13030	826.00000	0.37292	0.06685	0.75577	143.85000	144.87000	1.00709	1.00000	99.36980	100.41900	0.99908	8.13938	3.97963	-49.49750	0.54822	0.32773	183.88000	0.34390	9.79055	99.31900	1.62556	2.17030	10.67030
65739	2011-07-22_21:03:57	10.90290	1.57915	114.26100	28.53340	826.00200	0.38153	0.06965	0.75650	143.53300	144.22100	1.00479	1.00000	99.15800	100.17300	1.01992	6.77320	3.24527	-49.58100	0.91916	0.24995	124.62400	29.77490	12.25380	99.12570	0.67653	1.80640	8.90862
65740	2011-07-22_21:34:17	10.97970	1.73577	48.73410	28.24990	826.00000	0.38158	0.07046	0.71121	117.02900	131.47200	1.12341	1.00000	83.81600	85.58000	0.62907	-2.79211	3.04061	-47.23930	-0.33219	0.25114	55.77890	-15.34730	6.96375	83.79930	-1.24084	1.87133	32.56000
65741	2011-07-22_22:06:19	12.07780	1.92930	69.40490	26.42390	825.01900	0.38396	0.06889	0.69754	113.83900	128.04800	1.12482	1.00000	81.92720	82.95720	0.58283	-1.95082	1.87054	-47.04080	0.10194	0.21823	42.60990	7.81475	8.62671	81.99470	-3.16444	2.15528	32.67380
65754	2011-07-23_17:46:54	10.92800	0.82704	167.40900	34.23180	824.00200	0.35237	0.06596	0.59616	61.59370	95.50080	1.55050	1.00000	47.78460	47.37140	1.07975	-10.82890	1.10708	-41.02420	0.49638	0.74338	145.36300	-22.84290	15.15870	47.83110	-9.59968	2.75960	50.07180
65755	2011-07-23_18:17:28	11.06460	1.11192	49.44420	33.64760	824.00300	0.00000	0.00000	0.65961	110.15000	116.66900	1.05918	1.00000	79.51400	80.35790	0.91452	2.23886	2.45254	-46.68210	0.54420	0.23294	108.17600	-19.31960	8.76532	79.58060	-0.80598	2.48096	25.32470
65756	2011-07-23_18:48:18	11.92370	1.27816	110.39200	31.96750	824.00600	0.36234	0.07230	0.64935	112.51000	117.99100	1.04871	1.00000	80.50230	80.38250	1.02744	-3.44084	3.61103	-46.98010	1.49562	0.21099	149.27300	-17.24090	7.96081	80.59330	3.38649	2.13852	23.61390
65758	2011-07-23_19:25:14	11.40460	1.52408	22.21350	32.69320	824.00400	0.35933	0.06786	0.63572	105.68600	111.06600	1.05090	1.00000	75.90420	75.11900	1.11331	-6.58245	3.92648	-46.99250	1.56957	0.25308	170.18200	-22.90460	12.57310	75.92840	4.46087	2.36678	23.98430
65759	2011-07-23_19:55:48	12.08350	1.35320	28.02770	32.00510	824.00200	0.33828	0.06973	0.62598	104.49300	107.07300	1.02469	1.00000	73.47600	75.62610	1.00073	-9.50346	5.17803	-47.24850	0.56181	0.21937	121.18600	-27.61220	9.49272	73.32140	-0.88481	2.09940	18.16600
65760	2011-07-23_20:26:22	10.78070	0.92586	252.89500	36.05290	824.00000	0.33504	0.06736	0.67538	114.47500	115.36700	1.00780	1.00000	79.02460	78.37580	0.92198	13.22810	2.70557	-47.74890	0.92038	0.20429	96.33630	25.55070	10.38780	79.04600	5.66623	1.87591	11.15160
65761	2011-07-23_20:56:56	10.57660	1.09655	161.78300	37.19930	824.00600	0.33372	0.06666	0.64485	112.74200	113.29300	1.00489	1.00000	77.69690	79.49840	1.07187	-5.88088	4.19313	-47.96610	-0.25928	0.20310	178.88100	-80.84290	17.06150	77.69480	-10.95160	2.22598	8.98886
65762	2011-07-23_21:27:30	11.68960	1.66726	104.85300	33.53400	824.00200	0.32261	0.06644	0.61739	103.39200	104.05700	1.00643	1.00000	71.46910	73.73020	1.11663	6.51140	9.68520	-48.02390	0.79053	0.22201	186.06100	-23.96410	17.34190	71.49310	-2.32453	2.30794	10.15830
65763	2011-07-23_21:58:05	9.93210	2.01393	69.43630	37.49840	824.00500	0.31739	0.06974	0.58388	81.57680	91.81260	1.12547	1.00000	58.91020	62.97870	0.64380	3.52989	2.19062	-46.01900	0.30164	0.22692	47.18110	-6.54074	10.83750	58.81930	-3.79378	2.05596	32.72810
65764	2011-07-23_22:28:47	11.94160	2.29609	45.60450	30.81490	823.10900	0.31272	0.06503	0.56142	77.03900	88.00170	1.14230	1.00000	55.87170	54.91150	0.59875	7.90039	5.57872	-46.08230	-0.50914	0.21222	54.16870	14.21230	10.94510	55.89950	-1.55569	2.64139	34.06100
65765	2011-07-23_22:59:22	11.09110	1.67910	136.69400	32.07980	823.00400	0.30394	0.06265	0.57764	73.78750	88.41070	1.19818	1.00000	54.72680	52.84400	0.64006	0.58689	1.55017	-45.64880	-0.45095	0.23646	42.74890	-21.27250	15.00090	54.78810	2.71922	2.64502	37.71720
65785	2011-07-24_17:47:15	3.56150	1.89875	261.21300	78.37930	820.00000	0.40088	0.05571	0.89375	138.96900	211.98000	1.52537	1.00000	105.44200	105.92600	1.18471	13.19760	7.97419	-53.05820	-4.65029	0.66148	183.76300	24.70010	18.72500	105.56000	-15.21580	2.27056	49.51150
65786	2011-07-24_18:17:46	2.85616	1.45304	269.81200	83.67770	820.00200	0.00000	0.00000	0.94566	202.06200	214.81000	1.06309	1.00000	148.94600	149.95700	0.91428	4.47457	1.50359	-57.79530	1.18874	0.20815	67.30370	-12.65110	9.41088	148.78500	-4.74898	1.49728	25.89970
65787	2011-07-24_18:48:36	2.98106	1.40089	308.15600	86.81690	820.00100	0.41603	0.05796	0.95644	193.12000	203.29400	1.05269	1.00000	143.60700	144.98300	0.86849	-4.91549	6.04819	-58.48930	0.65900	0.22531	67.26350	-13.30530	10.61850	143.48400	0.24677	1.59111	24.29550
65788	2011-07-24_19:18:54	2.28495	1.08535	147.13000	86.71490	820.00100	0.41508	0.05810	0.96203	193.33200	201.61400	1.04284	1.00000	144.10800	146.28500	0.94030	-2.88588	3.07092	-59.46680	1.72213	0.21387	71.41350	-23.94430	12.42800	144.12000	-1.75718	1.46053	22.50450
65790	2011-07-24_19:54:56	1.34214	0.73294	227.12500	88.76700	820.00200	0.41787	0.05764	0.96199	196.07600	200.05500	1.02029	1.00000	145.86300	148.67200	1.31480	-3.11551	4.77569	-60.04980	-0.22350	0.20072	274.88600	23.27820	11.39650	145.68100	-1.34922	1.21159	16.77550
65791	2011-07-24_20:25:14	0.88993	0.79181	210.76800	90.16330	820.00100	0.42103	0.05779	0.92998	184.16900	185.88700	1.00933	1.00000	136.17600	137.20900	1.21126	-22.14370	4.05240	-59.19010	-1.31601	0.28172	214.30700	-49.94770	12.03940	136.05800	-18.51700	2.39119	11.98400
65792	2011-07-24_20:55:24	1.01625	0.00000	90.00000	92.58400	820.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.	1.00000	117.74500	135.07900	1.09903	0.00000	0.00000	-59.23230	-0.01013	0.19848	168.10000	-3.71766	6.09262	0.00000	0.00000	0.00000	9.63731
65794	2011-07-24_21:44:57	2.32775	1.91875	323.44200	94.30070	820.00000	0.00000	0.00000	0.00000	29.86440	33.53540	1.12292	1.00000	18.30030	-9.91438	0.77878	-0.45280	0.50012	-57.89300	0.00146	0.18335	68.18180	14.63930	4.83959	17.09890	-0.45785	0.00000	32.52030
65795	2011-07-24_22:22:43	0.89345	0.17560	105.38900	86.05340	820.00200	0.26764	0.04463	0.82491	157.37300	179.42900	1.14015	1.00000	121.76800	122.52300	0.67150	-2.36456	2.97980	-57.85320	-0.06221	0.19519	55.14610	-21.08010	8.59932	121.83400	13.25400	1.76043	33.86850
65796	2011-07-24_22:52:53	1.24813	1.58783	271.78900	81.93230	820.00600	0.00000	0.00000	0.95498	175.85400	209.68400	1.19237	1.00000	134.62600	135.24000	0.75399	-0.51381	1.86001	-57.78360	-0.11650	0.22102	70.51920	-46.17070	9.69321	134.96300	4.60976	1.70619	37.36890
65797	2011-07-24_23:23:11	0.12743	0.25741	159.73100	88.85490	819.92900	0.00000	0.00000	0.94222	159.06400	196.63600	1.23620	1.00000	125.75800	128.21700	0.74492	4.74957	1.95651	-57.65680	0.48109	0.21193	68.56630	3.02795	9.71985	125.45700	-8.27609	1.93165	39.80400
65816	2011-07-25_17:47:33	5.31102	0.77459	123.37100	61.75810	820.00400	0.00000	0.00000	0.91974	135.04200	216.01700	1.59962	1.00000	107.37800	114.34300	1.31360	-3.44115	1.70383	-51.10880	-2.41892	0.32802	385.50000	-13.34590	6.63010	107.49000	-13.19930	4.59762	51.14100
65817	2011-07-25_18:17:54	3.76288	0.63636	106.16700	65.56860	820.00100	0.00000	0.00000	1.00257	189.13000	199.78000	1.05631	1.00000	148.20500	154.05400	0.98500	-1.98726	3.69247	-56.96200	1.20716	0.32722	193.81600	-12.89220	8.79117	148.20800	2.82931	3.79780	24.89300
65818	2011-07-25_18:48:52	3.39231	0.65085	65.97690	68.51080	820.00400	0.00000	0.00000	1.01504	193.60500	203.03800	1.04872	1.00000	149.94500	159.31500	1.09508	3.91166	1.64912	-57.51490	0.34798	0.21798	258.24400	10.34850	9.57535	150.08700	-3.45700	6.60446	23.60870
65819	2011-07-25_19:20:37	2.91359	0.66324	38.69480	68.98850	820.00000	0.00000	0.00000	0.00000	192.30300	201.87800	1.04979	1.00000	135.28400	170.02800	1.08316	-0.81005	0.43376	-57.72380	0.07844	0.17606	225.25500	-5.45169	5.76914	131.26900	30.61650	0.00000	23.79510
65821	2011-07-25_19:32:54	3.05129	0.37708	89.72370	71.00640	820.00000	0.00000	0.00000	0.00000	201.36500	211.56700	1.05067	1.00000	151.00900	164.67400	1.05937	1.14877	0.65032	-57.83740	0.14958	0.19400	206.10700	-26.55300	6.73105	152.57100	-9.89240	8.79092	23.94630
65822	2011-07-25_19:40:23	3.28400	1.03333	76.80000	71.60900	820.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.	1.00000	150.03300	166.09400	1.08384	0.00000	0.00000	-57.97130	-0.07503	0.18942	237.54500	5.43661	8.86800	0.	0.	0.	24.08460
65823	2011-07-25_19:46:43	3.45482	0.56263	73.59340	69.84670	820.00000	0.00000	0.00000	0.00000	203.62600	214.64600	1.05412	1.00000	145.80100	167.83600	1.05796	1.14122	0.69130	-57.94230	0.05673	0.19397	237.18700	-4.67190	6.22495	146.86300	12.04210	25.44910	24.52160
65824	2011-07-25_20:05:04	2.66994	0.13232	88.51380	72.61340	820.00100	0.00000	0.00000	1.00559	189.00000	201.68900	1.06713	1.00000	144.70600	145.07600	1.06521	-8.92461	2.61961	-57.84940	0.02634	0.20894	184.10300	-45.11920	8.71260	144.51000	-1.52025	1.56060	26.46920
65825	2011-07-25_20:35:07	2.78565	1.56557	88.01080	69.48470	820.97900	0.00000	0.00000	1.00440	186.10700	201.78800	1.08426	1.00000	142.51200	144.57200	1.12690	4.78341	1.45085	-57.81740	-0.12902	0.20648	246.76100	-15.46550	7.46910	142.25900	-0.84392	1.60809	28.62380
65826	2011-07-25_21:05:26	2.65193	1.67877	89.05770	66.52610	821.00400	0.00000	0.00000	0.99878	191.71900	192.60900	1.00464	1.00000	146.01600	146.04800	0.94960	-4.31233	2.65817	-59.20240	-0.11438	0.20430	180.30500	-7.13383	9.29362	146.12200	-2.88734	1.52236	8.77876
65827	2011-07-25_21:36:33	2.63150	2.37719	106.77600	66.00640	821.00300	0.00000	0.00000	0.97978	192.69800	193.35400	1.00341	1.00000	145.84500	148.26400	0.97102	-2.80720	2.28058	-59.44330	0.52774	0.19544	189.44500	-5.64623	8.93990	145.43700	-2.63419	1.73003	7.56180
65828	2011-07-25_22:07:01	2.73092	2.45864	103.60600	67.42700	821.00400	0.00000	0.00000	0.98600	193.61700	195.86900	1.01163	1.00000	147.05700	149.64300	0.97655	-1.01651	1.47303	-59.52470	-0.17273	0.21895	211.53000	-8.01448	7.75844	146.67700	-1.01534	1.88320	13.21120
65829	2011-07-25_22:37:20	2.39716	2.63142	103.46600	68.56960	821.00300	0.00000	0.00000	0.97595	133.93300	222.43700	1.66081	1.00000	110.08700	110.64100	0.84779	4.09391	2.30843	-54.30150	0.20807	0.20541	147.62600	20.33250	10.30780	109.98100	-0.19425	2.06699	52.35290
65830	2011-07-25_23:08:51	2.35864	2.61736	108.38500	69.05600	821.00200	0.00000	0.00000	0.97454	133.86400	225.27900	1.68290	1.00000	112.17200	112.13600	0.95958	2.96618	1.96372	-54.24190	-0.30195	0.20072	155.90600	25.56960	7.67379	112.20400	-1.48752	1.85324	52.75240
65831	2011-07-25_23:39:02	0.73677	1.71292	92.39170	74.66000	821.00500	0.00000	0.00000	0.97860	128.63900	227.97300	1.77219	1.00000	110.32500	111.45300	0.93402	-5.77980	3.87592	-54.28720	-0.29755	0.20445	177.63000	-18.41160	6.27411	110.23800	-4.86805	1.85393	54.26420
65832	2011-07-26_00:09:21	0.38088	2.00145	97.30050	76.87160	821.00500	0.00000	0.00000	0.98210	124.65600	231.11600	1.85403	1.00000	110.07900	113.83200	0.83337	-0.87276	1.60463	-54.21670	-2.18602	0.21801	136.37300	19.28170	7.10492	109.76300	-8.08671	1.93688	55.49150
65833	2011-07-26_00:39:40	0.08662	1.65606	87.66210	77.45300	821.01700	0.00000	0.00000	0.96749	184.07500	193.90600	1.05341	1.00000	142.70400	144.29000	0.56479	-2.38123	2.86814	-59.80380	0.20455	0.20236	55.29540	-2.10583	6.88257	142.68000	-1.20601	1.62465	24.40990
65834	2011-07-26_01:11:27	0.00039	1.74831	87.85780	78.73900	821.00200	0.00000	0.00000	0.97506	182.77100	192.70700	1.05436	1.00000	140.81700	143.57200	0.60154	9.08445	1.04159	-59.83010	-0.07331	0.19847	60.63490	6.93931	7.32492	140.83500	-1.00626	1.73351	24.56190
65847	2011-07-26_17:47:53	8.96047	0.80171	78.35720	36.64520	821.00000	0.00000	0.00000	0.00000	195.56600	211.91900	1.08362	1.00000	154.03800	163.38300	1.11490	2.17828	2.17934	-54.53550	0.13528	0.18720	162.08600	-10.83860	6.60330	155.64100	4.57277	3.33470	28.60860
65848	2011-07-26_17:55:08	8.79348	0.94554	88.02540	37.31800	821.00500	0.00000	0.00000	0.98860	181.83600	194.19100	1.06794	1.00000	144.45000	144.92200	1.08340	-7.11831	1.49149	-54.80620	0.65995	0.20503	129.41400	-28.46380	8.87894	144.47200	-5.09139	1.81221	26.60260
65849	2011-07-26_18:25:11	8.83987	0.97246	88.13120	37.56190	821.00000	0.00000	0.00000	0.98782	186.13800	196.40200	1.05514	1.00000	147.18800	149.23800	1.05810	-6.36169	1.88507	-54.92800	0.60117	0.20961	123.80400	-15.82170	11.64180	146.69100	-0.35334	1.55856	24.70220
65850	2011-07-26_18:55:30	8.14546	1.50157	85.39870	39.64740	821.00100	0.00000	0.00000	0.98652	187.56000	197.01800	1.05043	1.00000	145.51200	147.11100	1.12197	-8.17623	2.29941	-55.31150	0.90770	0.20028	149.12800	-34.43080	12.22590	145.49700	-0.01554	1.76611	23.90850
65851	2011-07-26_19:25:49	7.86483	1.15956	88.29410	40.63560	821.00500	0.00000	0.00000	0.99758	188.56200	197.03500	1.04493	1.00000	144.86200	147.03400	1.11890	-4.67495	2.21739	-55.87020	0.67952	0.19864	120.95300	-36.32400	11.80940	144.40500	-0.36193	1.58444	22.90020
65852	2011-07-26_19:56:08	7.28567	1.15160	90.50750	42.65840	821.00300	0.00000	0.00000	0.99323	187.06600	198.76600	1.06254	1.00000	142.53700	143.89100	1.07798	3.69974	1.39033	-56.09720	0.19193	0.20008	102.06100	8.27400	57.83540	142.45300	-1.60981	1.33443	25.81280
65853	2011-07-26_20:26:35	6.44817	0.62040	110.73700	45.01370	821.00200	0.00000	0.00000	0.99352	185.70100	200.51000	1.07975	1.00000	142.00100	144.25700	1.16228	4.08704	1.73916	-56.31560	0.52421	0.21196	144.85200	-10.28180	9.68189	141.81200	-0.80920	1.66078	28.09270
65855	2011-07-26_21:03:09	6.15385	0.97308	60.99690	46.59710	821.00000	0.00000	0.00000	0.00000	181.81200	182.69400	1.00485	1.00000	144.90800	162.66100	0.91496	0.43273	0.47186	-57.77360	-0.10767	0.16235	91.14290	-11.93500	5.47249	140.32600	7.73573	0.00000	8.98902
65856	2011-07-26_21:13:29	6.45151	0.22424	89.14700	45.64120	821.00200	0.00000	0.00000	0.99927	192.34300	193.00900	1.00346	1.00000	146.89400	147.58500	0.88291	-7.62267	3.20034	-57.58290	-0.01649	0.21837	142.18900	-11.99680	9.25917	146.38700	-1.66294	1.57179	7.65338
65858	2011-07-26_21:53:35	4.49662	0.79844	152.01600	51.46200	821.00400	0.00000	0.00000	0.99612	194.05100	195.42700	1.00709	1.00000	146.27500	146.51600	0.92661	1.48642	1.67717	-57.75440	0.26411	0.20464	101.25400	-25.78110	11.31380	146.32100	-1.03065	1.67331	10.60030
65859	2011-07-26_22:24:20	2.57713	0.29915	76.90030	57.75790	821.00200	0.00000	0.00000	0.96689	130.40200	221.51200	1.69869	1.00000	106.84000	107.53000	0.82189	3.08823	1.97483	-52.12340	0.01260	0.21486	91.34060	-33.54490	11.27760	106.75700	2.15486	2.28262	53.04440
65860	2011-07-26_22:55:51	2.54169	0.57467	41.59790	57.66570	821.00200	0.00000	0.00000	0.97178	136.85700	220.16300	1.60872	1.00000	113.69300	114.65200	0.73513	-5.00924	1.58611	-52.68560	-0.44137	0.20200	74.08160	-7.16419	7.42496	113.59800	-0.35018	1.59262	51.32480
65861	2011-07-26_23:26:11	2.61636	0.85785	96.85040	56.34680	821.00600	0.00000	0.00000	0.97322	132.46600	222.57100	1.68021	1.00000	112.74000	115.45600	0.87218	-14.57940	8.88630	-52.21000	-1.39955	0.19988	181.15400	22.74580	9.61103	112.52500	-3.44743	1.72271	52.69500
